,Date,Symbol,Open,High,Low,Close,Volume ETC,Volume USD,type,color
95,2020-01-07 12-PM,ETCUSD,4.8919999999999995,4.8919999999999995,4.831,4.831,140.01,676.95,Rise,2
96,2020-01-07 11-AM,ETCUSD,4.906000000000001,4.906000000000001,4.8919999999999995,4.8919999999999995,2.1,10.27,Rise,2
97,2020-01-07 10-AM,ETCUSD,4.872,4.906000000000001,4.872,4.906000000000001,3.695,18.13,Rise,2
98,2020-01-07 09-AM,ETCUSD,4.872,4.872,4.872,4.872,0.0,0.0,Fall,0
99,2020-01-07 08-AM,ETCUSD,4.9030000000000005,4.9030000000000005,4.834,4.872,190.25,926.64,Stag,1
100,2020-01-07 07-AM,ETCUSD,4.875,4.913,4.853,4.9030000000000005,281.57,1374.91,Rise,2
101,2020-01-07 06-AM,ETCUSD,4.906000000000001,4.906000000000001,4.87,4.875,369.58,1806.95,Fall,0
102,2020-01-07 05-AM,ETCUSD,4.845,4.906000000000001,4.845,4.906000000000001,7.75,37.84,Rise,2
103,2020-01-07 04-AM,ETCUSD,4.896,4.896,4.838,4.845,240.83,1170.01,Fall,0
104,2020-01-07 03-AM,ETCUSD,4.978,4.978,4.896,4.896,157.26,773.83,Rise,2
105,2020-01-07 02-AM,ETCUSD,4.95,4.978,4.95,4.978,2.694,13.41,Rise,2
106,2020-01-07 01-AM,ETCUSD,4.949,4.955,4.925,4.95,90.31,447.23,Fall,0
107,2020-01-07 12-AM,ETCUSD,5.013999999999999,5.013999999999999,4.9319999999999995,4.949,29.88,147.92,Fall,0
108,2020-01-06 11-PM,ETCUSD,4.949,5.044,4.949,5.005,284.57,1428.33,Rise,2
109,2020-01-06 10-PM,ETCUSD,4.913,4.949,4.913,4.949,38.5,190.53,Fall,0
110,2020-01-06 09-PM,ETCUSD,4.913,4.913,4.913,4.913,0.0,0.0,Fall,0
111,2020-01-06 08-PM,ETCUSD,4.913,4.913,4.913,4.913,0.0,0.0,Stag,1
112,2020-01-06 07-PM,ETCUSD,4.913,4.913,4.913,4.913,0.0,0.0,Stag,1
113,2020-01-06 06-PM,ETCUSD,4.902,4.913,4.902,4.913,18.5,90.88,Stag,1
114,2020-01-06 05-PM,ETCUSD,4.904,4.904,4.898,4.902,53.07,260.13,Fall,0
115,2020-01-06 04-PM,ETCUSD,4.891,4.904,4.87,4.904,109.72,535.35,Rise,2
116,2020-01-06 03-PM,ETCUSD,4.893,4.919,4.891,4.891,118.69,583.51,Fall,0
117,2020-01-06 02-PM,ETCUSD,4.94,4.94,4.893,4.893,206.29,1010.09,Rise,2
118,2020-01-06 01-PM,ETCUSD,4.989,4.989,4.94,4.94,17.2,84.99,Rise,2
119,2020-01-06 12-PM,ETCUSD,4.949,4.989,4.949,4.989,10.0,49.89,Rise,2
120,2020-01-06 11-AM,ETCUSD,5.027,5.027,4.949,4.949,179.47,892.29,Fall,0
121,2020-01-06 10-AM,ETCUSD,5.021,5.027,5.021,5.027,22.42,112.72,Rise,2
122,2020-01-06 09-AM,ETCUSD,5.041,5.07,4.99,5.021,43.38,217.16,Fall,0
123,2020-01-06 08-AM,ETCUSD,5.01,5.041,5.01,5.041,13.89,70.0,Rise,2
124,2020-01-06 07-AM,ETCUSD,5.042,5.042,4.994,5.01,60.53,302.66,Fall,0
125,2020-01-06 06-AM,ETCUSD,5.063,5.077,5.042,5.042,108.19,547.28,Rise,2
126,2020-01-06 05-AM,ETCUSD,5.081,5.081,5.056,5.063,258.18,1306.37,Rise,2
127,2020-01-06 04-AM,ETCUSD,5.1,5.1,5.048,5.081,87.0,440.64,Rise,2
128,2020-01-06 03-AM,ETCUSD,5.067,5.1,5.067,5.1,46.64,237.87,Rise,2
129,2020-01-06 02-AM,ETCUSD,5.077,5.0889999999999995,5.052,5.067,234.43,1191.0,Fall,0
130,2020-01-06 01-AM,ETCUSD,4.851,5.135,4.851,5.077,700.32,3519.91,Rise,2
131,2020-01-06 12-AM,ETCUSD,4.851,4.851,4.851,4.851,0.0,0.0,Fall,0
132,2020-01-05 11-PM,ETCUSD,4.831,4.851,4.831,4.851,5.28,25.62,Stag,1
133,2020-01-05 10-PM,ETCUSD,4.865,4.87,4.83,4.831,235.01,1139.58,Fall,0
134,2020-01-05 09-PM,ETCUSD,4.934,4.934,4.865,4.865,70.89,345.97,Rise,2
135,2020-01-05 08-PM,ETCUSD,4.92,4.934,4.8919999999999995,4.934,60.51,298.41,Rise,2
136,2020-01-05 07-PM,ETCUSD,4.923,4.923,4.888999999999999,4.92,50.86,248.74,Fall,0
137,2020-01-05 06-PM,ETCUSD,4.9430000000000005,4.9430000000000005,4.887,4.923,174.44,853.85,Rise,2
138,2020-01-05 05-PM,ETCUSD,4.913,4.966,4.913,4.9430000000000005,790.12,3890.1,Rise,2
139,2020-01-05 04-PM,ETCUSD,4.961,4.999,4.913,4.913,223.81,1106.63,Fall,0
140,2020-01-05 03-PM,ETCUSD,4.887,4.978,4.887,4.961,138.38,681.31,Rise,2
141,2020-01-05 02-PM,ETCUSD,4.893,4.919,4.887,4.887,239.41,1172.71,Fall,0
142,2020-01-05 01-PM,ETCUSD,4.921,4.921,4.887,4.893,152.6,746.64,Rise,2
143,2020-01-05 12-PM,ETCUSD,4.805,4.926,4.805,4.921,135.09,663.59,Rise,2
144,2020-01-05 11-AM,ETCUSD,4.824,4.824,4.805,4.805,4.998,24.02,Fall,0
145,2020-01-05 10-AM,ETCUSD,4.8260000000000005,4.8260000000000005,4.824,4.824,20.0,96.47,Rise,2
146,2020-01-05 09-AM,ETCUSD,4.822,4.8260000000000005,4.822,4.8260000000000005,34.04,164.27,Rise,2
147,2020-01-05 08-AM,ETCUSD,4.822,4.822,4.822,4.822,0.0,0.0,Fall,0
148,2020-01-05 07-AM,ETCUSD,4.849,4.849,4.822,4.822,470.58,2281.28,Stag,1
149,2020-01-05 06-AM,ETCUSD,4.849,4.849,4.849,4.849,0.0,0.0,Rise,2
150,2020-01-05 05-AM,ETCUSD,4.849,4.849,4.849,4.849,0.0,0.0,Stag,1
151,2020-01-05 04-AM,ETCUSD,4.849,4.849,4.849,4.849,0.0,0.0,Stag,1
152,2020-01-05 03-AM,ETCUSD,4.849,4.849,4.827,4.849,38.79,187.61,Stag,1
153,2020-01-05 02-AM,ETCUSD,4.88,4.895,4.849,4.849,43.25,210.94,Stag,1
154,2020-01-05 01-AM,ETCUSD,4.769,4.88,4.769,4.88,123.95,598.83,Rise,2
155,2020-01-05 12-AM,ETCUSD,4.777,4.856,4.715,4.769,408.66,1963.53,Fall,0
156,2020-01-04 11-PM,ETCUSD,4.652,4.777,4.652,4.777,15.9,75.19,Rise,2
157,2020-01-04 10-PM,ETCUSD,4.588,4.652,4.588,4.652,12.0,55.82,Fall,0
158,2020-01-04 09-PM,ETCUSD,4.588,4.588,4.588,4.588,0.0,0.0,Fall,0
159,2020-01-04 08-PM,ETCUSD,4.588,4.588,4.588,4.588,0.0,0.0,Stag,1
160,2020-01-04 07-PM,ETCUSD,4.625,4.625,4.588,4.588,10.02,45.98,Stag,1
161,2020-01-04 06-PM,ETCUSD,4.625,4.625,4.625,4.625,0.0,0.0,Rise,2
162,2020-01-04 05-PM,ETCUSD,4.625,4.625,4.625,4.625,0.0,0.0,Stag,1
163,2020-01-04 04-PM,ETCUSD,4.604,4.625,4.604,4.625,1.058,4.891,Stag,1
164,2020-01-04 03-PM,ETCUSD,4.5569999999999995,4.604,4.5569999999999995,4.604,8.007,36.86,Fall,0
165,2020-01-04 02-PM,ETCUSD,4.5569999999999995,4.5569999999999995,4.5569999999999995,4.5569999999999995,0.0,0.0,Fall,0
166,2020-01-04 01-PM,ETCUSD,4.57,4.57,4.5569999999999995,4.5569999999999995,0.5694,2.594,Stag,1
167,2020-01-04 12-PM,ETCUSD,4.652,4.652,4.57,4.57,3.282,15.0,Rise,2
168,2020-01-04 11-AM,ETCUSD,4.652,4.652,4.652,4.652,0.0,0.0,Rise,2
169,2020-01-04 10-AM,ETCUSD,4.652,4.652,4.652,4.652,2.0980000000000003,9.76,Stag,1
170,2020-01-04 09-AM,ETCUSD,4.61,4.652,4.61,4.652,276.45,1280.31,Stag,1
171,2020-01-04 08-AM,ETCUSD,4.694,4.694,4.61,4.61,2.741,12.63,Fall,0
172,2020-01-04 07-AM,ETCUSD,4.676,4.694,4.676,4.694,10.48,49.21,Rise,2
173,2020-01-04 06-AM,ETCUSD,4.506,4.676,4.506,4.676,214.29,991.15,Fall,0
174,2020-01-04 05-AM,ETCUSD,4.506,4.506,4.506,4.506,0.0,0.0,Fall,0
175,2020-01-04 04-AM,ETCUSD,4.506,4.506,4.506,4.506,0.0,0.0,Stag,1
176,2020-01-04 03-AM,ETCUSD,4.506,4.506,4.506,4.506,0.0,0.0,Stag,1
177,2020-01-04 02-AM,ETCUSD,4.506,4.506,4.506,4.506,0.0,0.0,Stag,1
178,2020-01-04 01-AM,ETCUSD,4.506,4.506,4.506,4.506,0.0,0.0,Stag,1
179,2020-01-04 12-AM,ETCUSD,4.506,4.506,4.506,4.506,0.0,0.0,Stag,1
180,2020-01-03 11-PM,ETCUSD,4.506,4.506,4.506,4.506,0.0,0.0,Stag,1
181,2020-01-03 10-PM,ETCUSD,4.48,4.506,4.48,4.506,10.07,45.39,Stag,1
182,2020-01-03 09-PM,ETCUSD,4.566,4.566,4.48,4.48,2.9989999999999997,13.44,Fall,0
183,2020-01-03 08-PM,ETCUSD,4.566,4.566,4.566,4.566,0.0,0.0,Rise,2
184,2020-01-03 07-PM,ETCUSD,4.565,4.566,4.565,4.566,0.9059,4.136,Stag,1
185,2020-01-03 06-PM,ETCUSD,4.425,4.565,4.425,4.565,30.05,136.72,Fall,0
186,2020-01-03 05-PM,ETCUSD,4.425,4.425,4.425,4.425,0.0,0.0,Fall,0
187,2020-01-03 04-PM,ETCUSD,4.425,4.425,4.425,4.425,84.35,373.26,Stag,1
188,2020-01-03 03-PM,ETCUSD,4.37,4.425,4.37,4.425,34.23,151.47,Stag,1
189,2020-01-03 02-PM,ETCUSD,4.407,4.407,4.37,4.37,9.988,43.76,Fall,0
190,2020-01-03 01-PM,ETCUSD,4.407,4.407,4.407,4.407,0.0,0.0,Rise,2
191,2020-01-03 12-PM,ETCUSD,4.413,4.413,4.407,4.407,1.0,4.407,Stag,1
192,2020-01-03 11-AM,ETCUSD,4.413,4.413,4.413,4.413,0.0,0.0,Rise,2
193,2020-01-03 10-AM,ETCUSD,4.413,4.413,4.413,4.413,0.0,0.0,Stag,1
194,2020-01-03 09-AM,ETCUSD,4.43,4.537,4.402,4.413,18.69,82.73,Stag,1
195,2020-01-03 08-AM,ETCUSD,4.37,4.43,4.37,4.43,324.76,1433.3,Rise,2
196,2020-01-03 07-AM,ETCUSD,4.37,4.37,4.37,4.37,0.0,0.0,Fall,0
197,2020-01-03 06-AM,ETCUSD,4.359,4.37,4.359,4.37,13.06,56.97,Stag,1
198,2020-01-03 05-AM,ETCUSD,4.343,4.37,4.343,4.359,480.44,2092.91,Fall,0
199,2020-01-03 04-AM,ETCUSD,4.2330000000000005,4.343,4.2330000000000005,4.343,42.55,182.6,Fall,0
200,2020-01-03 03-AM,ETCUSD,4.2330000000000005,4.2330000000000005,4.2330000000000005,4.2330000000000005,0.0,0.0,Fall,0
201,2020-01-03 02-AM,ETCUSD,4.184,4.2330000000000005,4.178,4.2330000000000005,211.19,884.95,Stag,1
202,2020-01-03 01-AM,ETCUSD,4.205,4.205,4.184,4.184,98.43,411.87,Fall,0
203,2020-01-03 12-AM,ETCUSD,4.2330000000000005,4.2330000000000005,4.205,4.205,121.66,511.63,Rise,2
204,2020-01-02 11-PM,ETCUSD,4.2330000000000005,4.2330000000000005,4.2330000000000005,4.2330000000000005,0.0,0.0,Rise,2
205,2020-01-02 10-PM,ETCUSD,4.207,4.2330000000000005,4.207,4.2330000000000005,3.0610000000000004,12.96,Stag,1
206,2020-01-02 09-PM,ETCUSD,4.198,4.231,4.18,4.207,276.26,1168.26,Fall,0
207,2020-01-02 08-PM,ETCUSD,4.251,4.251,4.178,4.198,276.2,1163.95,Fall,0
208,2020-01-02 07-PM,ETCUSD,4.2330000000000005,4.251,4.2330000000000005,4.251,2.582,10.97,Rise,2
209,2020-01-02 06-PM,ETCUSD,4.2330000000000005,4.2330000000000005,4.2330000000000005,4.2330000000000005,0.0,0.0,Fall,0
210,2020-01-02 05-PM,ETCUSD,4.288,4.288,4.2330000000000005,4.2330000000000005,150.09,639.24,Stag,1
211,2020-01-02 04-PM,ETCUSD,4.346,4.346,4.288,4.288,249.59,1078.78,Rise,2
212,2020-01-02 03-PM,ETCUSD,4.4,4.4,4.346,4.346,246.48,1073.98,Rise,2
213,2020-01-02 02-PM,ETCUSD,4.37,4.4,4.37,4.4,123.85,541.39,Rise,2
214,2020-01-02 01-PM,ETCUSD,4.4,4.4,4.37,4.37,25.04,110.02,Fall,0
215,2020-01-02 12-PM,ETCUSD,4.398,4.401,4.398,4.4,164.83,725.31,Rise,2
216,2020-01-02 11-AM,ETCUSD,4.425,4.425,4.398,4.398,74.69,328.43,Fall,0
217,2020-01-02 10-AM,ETCUSD,4.381,4.425,4.381,4.425,3.0610000000000004,13.55,Rise,2
218,2020-01-02 09-AM,ETCUSD,4.381,4.381,4.381,4.381,0.0,0.0,Fall,0
219,2020-01-02 08-AM,ETCUSD,4.381,4.381,4.381,4.381,0.0,0.0,Stag,1
220,2020-01-02 07-AM,ETCUSD,4.402,4.402,4.381,4.381,10.0,43.81,Stag,1
221,2020-01-02 06-AM,ETCUSD,4.4,4.402,4.4,4.402,6.815,30.0,Rise,2
222,2020-01-02 05-AM,ETCUSD,4.406000000000001,4.406000000000001,4.4,4.4,53.3,234.53,Fall,0
223,2020-01-02 04-AM,ETCUSD,4.406000000000001,4.406000000000001,4.406000000000001,4.406000000000001,0.0,0.0,Rise,2
224,2020-01-02 03-AM,ETCUSD,4.406000000000001,4.406000000000001,4.406000000000001,4.406000000000001,0.0,0.0,Stag,1
225,2020-01-02 02-AM,ETCUSD,4.44,4.441,4.37,4.406000000000001,326.55,1435.52,Stag,1
226,2020-01-02 01-AM,ETCUSD,4.525,4.525,4.44,4.44,2.345,10.41,Rise,2
227,2020-01-02 12-AM,ETCUSD,4.525,4.525,4.525,4.525,0.0,0.0,Rise,2
228,2020-01-01 11-PM,ETCUSD,4.525,4.525,4.525,4.525,0.0,0.0,Stag,1
229,2020-01-01 10-PM,ETCUSD,4.525,4.525,4.525,4.525,0.0,0.0,Stag,1
230,2020-01-01 09-PM,ETCUSD,4.525,4.525,4.525,4.525,0.0,0.0,Stag,1
231,2020-01-01 08-PM,ETCUSD,4.525,4.525,4.525,4.525,0.0,0.0,Stag,1
232,2020-01-01 07-PM,ETCUSD,4.525,4.525,4.525,4.525,0.0,0.0,Stag,1
233,2020-01-01 06-PM,ETCUSD,4.537,4.537,4.502,4.525,116.0,525.22,Stag,1
234,2020-01-01 05-PM,ETCUSD,4.537,4.537,4.537,4.537,0.0,0.0,Rise,2
235,2020-01-01 04-PM,ETCUSD,4.4719999999999995,4.537,4.4719999999999995,4.537,13.02,58.98,Stag,1
236,2020-01-01 03-PM,ETCUSD,4.4719999999999995,4.4719999999999995,4.4719999999999995,4.4719999999999995,0.0,0.0,Fall,0
237,2020-01-01 02-PM,ETCUSD,4.4719999999999995,4.4719999999999995,4.4719999999999995,4.4719999999999995,0.0,0.0,Stag,1
238,2020-01-01 01-PM,ETCUSD,4.4719999999999995,4.4719999999999995,4.4719999999999995,4.4719999999999995,0.0,0.0,Stag,1
239,2020-01-01 12-PM,ETCUSD,4.4719999999999995,4.4719999999999995,4.4719999999999995,4.4719999999999995,0.0,0.0,Stag,1
240,2020-01-01 11-AM,ETCUSD,4.4719999999999995,4.4719999999999995,4.4719999999999995,4.4719999999999995,0.0,0.0,Stag,1
241,2020-01-01 10-AM,ETCUSD,4.4719999999999995,4.4719999999999995,4.4719999999999995,4.4719999999999995,0.0,0.0,Stag,1
242,2020-01-01 09-AM,ETCUSD,4.467,4.4719999999999995,4.467,4.4719999999999995,1.5319999999999998,6.85,Stag,1
243,2020-01-01 08-AM,ETCUSD,4.467,4.467,4.467,4.467,0.0,0.0,Fall,0
244,2020-01-01 07-AM,ETCUSD,4.467,4.467,4.467,4.467,0.0,0.0,Stag,1
245,2020-01-01 06-AM,ETCUSD,4.467,4.467,4.467,4.467,0.0,0.0,Stag,1
246,2020-01-01 05-AM,ETCUSD,4.467,4.467,4.467,4.467,0.0,0.0,Stag,1
247,2020-01-01 04-AM,ETCUSD,4.504,4.51,4.467,4.467,299.23,1340.93,Stag,1
248,2020-01-01 03-AM,ETCUSD,4.552,4.552,4.504,4.504,88.28,397.62,Rise,2
249,2020-01-01 02-AM,ETCUSD,4.445,4.552,4.445,4.552,100.12,453.16,Rise,2
250,2020-01-01 01-AM,ETCUSD,4.445,4.445,4.445,4.445,0.0,0.0,Fall,0
251,2020-01-01 12-AM,ETCUSD,4.445,4.445,4.445,4.445,0.0,0.0,Stag,1
252,2019-12-31 11-PM,ETCUSD,4.445,4.445,4.445,4.445,0.0,0.0,Stag,1
253,2019-12-31 10-PM,ETCUSD,4.468,4.515,4.445,4.445,901.02,4006.57,Stag,1
254,2019-12-31 09-PM,ETCUSD,4.468,4.468,4.468,4.468,0.0,0.0,Rise,2
255,2019-12-31 08-PM,ETCUSD,4.468,4.468,4.468,4.468,0.0,0.0,Stag,1
256,2019-12-31 07-PM,ETCUSD,4.468,4.468,4.468,4.468,0.0,0.0,Stag,1
257,2019-12-31 06-PM,ETCUSD,4.502,4.502,4.468,4.468,6.14,27.44,Stag,1
